"title","date_posted","position","location","url","District","Archive_Date"
"Substitute Para/Secretary","2020-02-11","Substitute/","TCSD Schools","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1","2026-08-07"
"Assistant High School Golf Coach","2026-05-05","Athletics/Activities/","Evanston High School","https://www.applitrack.com/uinta/onlineapp/jobpostings/view.asp?all=1","Uinta County School District 1","2026-08-07"
"Boys Wrestling Varsity Head Coach","2026-06-22","Athletics/Activities/","Evanston High School","https://www.applitrack.com/uinta/onlineapp/jobpostings/view.asp?all=1","Uinta County School District 1","2026-08-07"
"Substitute Custodians","2026-04-13","Maintenance/Custodial/","District Wide","https://www.applitrack.com/uinta/onlineapp/jobpostings/view.asp?all=1","Uinta County School District 1","2026-08-07"
"Bus Drivers and Substitute Bus Drivers","2026-01-09","Support Staff/","Transportation","https://www.applitrack.com/uinta/onlineapp/jobpostings/view.asp?all=1","Uinta County School District 1","2026-08-07"
"Part Time Food Service Specialist","2026-08-03","Support Staff/","Central Kitchen","https://www.applitrack.com/uinta/onlineapp/jobpostings/view.asp?all=1","Uinta County School District 1","2026-08-07"
"Full-time and Part-time Aides and Special Education Paraprofessionals","2026-07-08","Support Staff/","District Wide","https://www.applitrack.com/uinta/onlineapp/jobpostings/view.asp?all=1","Uinta County School District 1","2026-08-07"
"Full-Time Lifeguard","2026-06-15","Aquatic Center Staff/","Worland Aquatic Center","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1","2026-08-07"
"Lifeguard - Student","2024-01-08","Aquatic Center Staff/","Worland Aquatic Center","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1","2026-08-07"
"HS Assistant Forensics (Speech/Debate) Coach",NA,"Athletics/Activities",NA,"https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1","2026-08-07"
"HS Head Forensics (Speech/Debate) Coach",NA,"Athletics/Activities",NA,"https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1","2026-08-07"
"MS Assistant Volleyball Coach",NA,"Athletics/Activities",NA,"https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1","2026-08-07"
"Housekeeper, Full-Time","2026-07-23","Maintenance/Custodial/","Worland High School","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1","2026-08-07"
"Housekeeper, Part-Time","2026-08-06","Maintenance/Custodial/","South Side Elementary","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1","2026-08-07"
"Secondary Reading Specialist","2026-04-15","Middle School Teaching/","Worland Middle School","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1","2026-08-07"
"Full-Time Special Education Paraeducator (Life Skills)",NA,"Paraprofessional","08/03/2026","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1","2026-08-07"
"Full-Time Special Education Paraeducator",NA,"Paraprofessional","08/03/2026","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1","2026-08-07"
"Part-Time Special Education Paraeducator (Resource)",NA,"Paraprofessional","08/03/2026","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1","2026-08-07"
"Part-Time Special Education Paraeducator (Resource)",NA,"Paraprofessional","08/03/2026","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1","2026-08-07"
"Speech Language Pathologist",NA,"Special Education Services","08/04/2025","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1","2026-08-07"
"SLP-Assistant",NA,"Special Education Services",NA,"https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1","2026-08-07"
"Substitute Bus Driver","2021-07-01","Substitute/","Bus Barn","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1","2026-08-07"
"Substitute Cook","2020-11-04","Substitute/","District","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1","2026-08-07"
"Substitute Housekeeper","2019-01-21","Substitute/",NA,"https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1","2026-08-07"
"Substitute Paraeducator","2016-03-02","Substitute/",NA,"https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1","2026-08-07"
"Substitute Teacher","2016-03-02","Substitute/",NA,"https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1","2026-08-07"
"Student Support Services","2026-07-23","Support Staff/","White Hawk Academy","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1","2026-08-07"
"Route Bus Driver","2026-05-07","Transportation/","Bus Barn","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1","2026-08-07"
"Full Time Assistant Cook","2026-07-14","Classified","Dubois K-12 School","https://fremont2.tedk12.com/hire/index.aspx","Fremont County School District 2","2026-08-07"
"2026-2027 HS Volleyball Assistant Coach","2026-07-13","Coaching","Dubois K-12 School","https://fremont2.tedk12.com/hire/index.aspx","Fremont County School District 2","2026-08-07"
"2026-2027 HS Volleyball Head Coach","2026-07-13","Coaching","Dubois K-12 School","https://fremont2.tedk12.com/hire/index.aspx","Fremont County School District 2","2026-08-07"
"2026-2027 MS Cross Country Assistant Coach","2026-07-08","Coaching","Dubois K-12 School","https://fremont2.tedk12.com/hire/index.aspx","Fremont County School District 2","2026-08-07"
"Route/Activities Bus Driver","2026-07-07","Classified","Bus Barn","https://fremont2.tedk12.com/hire/index.aspx","Fremont County School District 2","2026-08-07"
"Special Education Paraprofessional","2026-07-07","Classified","Dubois K-12 School","https://fremont2.tedk12.com/hire/index.aspx","Fremont County School District 2","2026-08-07"
"2026-2027 HS Girls Basketball Assistant Coach","2026-04-15","Coaching","Dubois K-12 School","https://fremont2.tedk12.com/hire/index.aspx","Fremont County School District 2","2026-08-07"
"Substitute Custodian/Food Service","2025-02-01","Classified","Dubois K-12 School","https://fremont2.tedk12.com/hire/index.aspx","Fremont County School District 2","2026-08-07"
"Substitute Bus Driver","2024-04-01","Classified","Bus Barn","https://fremont2.tedk12.com/hire/index.aspx","Fremont County School District 2","2026-08-07"
"Substitute - Classified -  Para/Secretary","2024-04-01","Classified","Dubois K-12 School","https://fremont2.tedk12.com/hire/index.aspx","Fremont County School District 2","2026-08-07"
"Substitute Teaching","2024-04-01","Substitute","Dubois K-12 School","https://fremont2.tedk12.com/hire/index.aspx","Fremont County School District 2","2026-08-07"
"Office Clerk - Platte River High School","2026-08-04","Support","Platte River High School","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1","2026-08-07"
"Custodian (part time) - Torrington Middle School","2026-08-04","Maintenance","Torrington Middle School","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1","2026-08-07"
"Maintenance Supervisor","2026-08-04","Maintenance","District Maintenance","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1","2026-08-07"
"Nurse Clerk (assisting School Nurse) - Torrington Middle & Torrington High Schools","2026-07-31","Support","Torrington Middle and High Schools","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1","2026-08-07"
"Special Education Paraprofessional - Torrington High School","2026-07-31","Support","Torrington High School","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1","2026-08-07"
"Substitute Cook","2026-03-04","Food Service","District Food Services","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1","2026-08-07"
"Speech Language Pathologist - District","2026-03-01","Specialist - Certified","Office of Special Services","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1","2026-08-07"
"Bus Driver/ Sub Bus Driver","2026-01-01","Bus Driver","Transportation Services","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1","2026-08-07"
"Future Administrative Positions","2026-01-01","Administrative - building","Central Administration Office","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1","2026-08-07"
"Future Substitute Teacher Positions","2026-01-01","Substitute","Central Administration Office","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1","2026-08-07"
"Future Classified Positions","2026-01-01","Support","Central Administration Office","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1","2026-08-07"
"Future Certified Positions","2026-01-01","K-12","Central Administration Office","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1","2026-08-07"
"Junior High Girls Basketball Coach - SHS","2026-08-04",NA,"Sundance, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1","2026-08-07"
"High Needs SPED Paraprofessional","2026-07-22",NA,"Sundance, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1","2026-08-07"
"Substitute Custodian","2026-06-05",NA,"Sundance, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1","2026-08-07"
"Substitute Custodian","2026-06-05",NA,"Moorcroft, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1","2026-08-07"
"Substitute Custodian","2026-06-05",NA,"Hulett, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1","2026-08-07"
"Substitute Teacher","2026-06-05",NA,"Sundance, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1","2026-08-07"
"Substitute Teacher","2026-06-05",NA,"Moorcroft, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1","2026-08-07"
"Substitute Teacher","2026-06-05",NA,"Hulett, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1","2026-08-07"
"Substitute &amp; Activity Bus Drivers","2026-06-05",NA,"Sundance, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1","2026-08-07"
"Substitute &amp; Activity Bus Drivers","2026-06-05",NA,"Moorcroft, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1","2026-08-07"
"Substitute &amp; Activity Bus Drivers","2026-06-05",NA,"Hulett, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1","2026-08-07"
"Assistant High School Boys Basketball Coach - MS","2026-05-29",NA,"Moorcroft, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1","2026-08-07"
"Assistant High School Girls Basketball Coach - Sundance","2026-05-27",NA,"Sundance, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1","2026-08-07"
"Assistant High School Football Coach - SS","2026-04-23",NA,"Sundance, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1","2026-08-07"
"Junior High Boys Basketball Coach","2026-04-16",NA,"Moorcroft, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1","2026-08-07"
"Head High School Track Coach - SS","2026-04-07",NA,"Sundance, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1","2026-08-07"
"Junior High Girls Wrestling Coach - SS","2026-04-07",NA,"Sundance, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1","2026-08-07"
"Junior High Girls Wrestling Coach - HS","2026-04-07",NA,"Hulett, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1","2026-08-07"
"Junior High Boys Wrestling Coach - HS","2026-04-07",NA,"Hulett, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1","2026-08-07"
"Assistant High School Football Coach - HS","2026-04-07",NA,"Hulett, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1","2026-08-07"
"Route Bus Driver","2026-02-11",NA,"Moorcroft, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1","2026-08-07"
"Route Bus Driver - Hulett","2026-02-11",NA,"Hulett, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1","2026-08-07"
"50% Assistant Speech and Debate Coach [C046]","2026-08-06",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Nutrition Services Aid [NU02]","2026-08-06",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Paraeducator General [PA07]","2026-08-06",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Paraeducator Special Needs Life Skills [XP09]","2026-08-06",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Student Sweeper [ST05]","2026-08-05",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Paraeducator Resource Room [XP08]","2026-08-05",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Wyoming Academic Challenge Head Coach","2026-08-05",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Paraeducator Special Education [XP08]","2026-08-04",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Paraeducator Special Needs Center Based [XP09]","2026-08-04",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Paraeducator General [PA07]","2026-08-04",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Nutrition Services Aid [NU02]","2026-08-04",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Paraeducator Special Needs Job Coach [XP08]","2026-08-04",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Nutrition Services Aid [NU02]","2026-08-04",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"School Psychologist Intern [XT32]","2026-08-04",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Paraeducator Special Education [XP08]","2026-08-04",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Applicant Pool - Substitute Teacher [S035]","2026-08-04",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Paraeducator Special Needs PALS [XP09]","2026-08-03",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Assistant Girls Soccer Coach - Senior High [C120]","2026-08-03",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Substitute Transportation Assistant [S051]","2026-08-03",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Substitute Transportation Driver [S050]","2026-08-03",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Paraeducator Resource Room [XP08]","2026-08-03",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Student Support Specialist - 2026/2027 Contract Year Only [T024]","2026-08-03",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Life/ASD Paraeducator [XP09]","2026-08-03",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Nutrition Services Aid [NU02]","2026-08-03",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Custodial - Head Class 4 [CU07]","2026-07-30",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Attendance Secretary - Junior High [CE12]","2026-07-30",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Paraeducator Special Needs PALS [XP09]","2026-07-29",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"CAP Academy Teacher [TC58]","2026-07-28",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Accounts Receivable Specialist [CS57]","2026-07-27",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Paraeducator General [PA07]","2026-07-27",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Paraeducator General [PA07]","2026-07-22",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Transportation Activity Coordinator [TS59]","2026-07-22",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Paraeducator Special Education [XP08]","2026-07-22",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Paraeducator Special Education [XP08]","2026-07-22",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Paraeducator Nurse&#x27;s Office [PA11]","2026-07-22",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Special Education Behavior Lab Paraeducator  [XP08]","2026-07-22",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Paraeducator Resource Room [XP08]","2026-07-21",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Facility Technician - Painter [TS14]","2026-07-21",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Paraeducator Title I Pre-K - 2026/2027 Contract Year Only [PA16]","2026-07-21",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Student Sweeper [ST05]","2026-07-20",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Nutrition Services Aid [NU02]","2026-07-16",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Part Time Orchestra Teacher [TB03]","2026-07-14",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Assistant Football Coach [C176]","2026-07-13",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Head Football Coach [C174]","2026-07-13",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Head Football Coach [C174]","2026-07-13",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Assistant Football Coach [C176]","2026-07-13",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Head Football Coach [C174]","2026-07-13",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Assistant Football Coach [C176]","2026-07-13",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Assistant Football Coach [C176]","2026-07-13",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Head Football Coach [C174]","2026-07-13",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Assistant Football Coach [C176]","2026-07-13",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Head Football Coach [C174]","2026-07-13",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Head Football Coach [C174]","2026-07-13",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Assistant Football Coach [C176]","2026-07-13",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Head Football Coach [C174]","2026-07-13",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Assistant Football Coach [C176]","2026-07-13",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Head Football Coach [C174]","2026-07-13",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Assistant Football Coach [C176]","2026-07-13",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Head Football Coach [C174]","2026-07-13",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Assistant Football Coach [C176]","2026-07-13",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Assistant Football Coach [C176]","2026-07-13",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Assistant Football Coach [C176]","2026-07-13",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Head Football Coach [C174]","2026-07-13",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Head Football Coach [C174]","2026-07-09",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Assistant Football Coach [C176]","2026-07-09",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Head Football Coach [C174]","2026-07-09",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Assistant Football Coach [C176]","2026-07-09",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Head Football Coach [C174]","2026-07-09",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Assistant Football Coach [C176]","2026-07-09",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Head Football Coach [C174]","2026-07-09",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Assistant Football Coach [C176]","2026-07-09",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Head Football Coach [C174]","2026-07-09",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Assistant Football Coach [C176]","2026-07-09",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Head Football Coach [C174]","2026-07-09",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Head Football Coach [C174]","2026-07-08",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Elementary Assistant Football Coach [C176]","2026-07-08",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"TEACHER BUS ED KEYBDG/COMP APP [TC06]","2026-07-08",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Health Sciences Teacher [TC18]","2026-07-08",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Paraeducator Special Education [XP08]","2026-07-07",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"School Psychologist [XA01]","2026-07-06",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Assistant Football Coach [C146]","2026-06-29",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Assistant Football Coach [C146]","2026-06-25",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Assistant Girls Basketball Coach [C078]","2026-06-24",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Custodial - General Class 3 [CU05]","2026-06-22",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Nutrition- Elementary Head Cashier [NU03]","2026-06-18",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Nutrition Services Aid [NU02]","2026-06-18",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Nutrition Services Aid [NU02]","2026-06-18",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Substitute On-Call Nutrition Services Aid [S020]","2026-06-17",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Nutrition- Elementary Head Cashier [NU03]","2026-06-17",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Assistant Cross Country Coach","2026-06-17",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Head Cross Country Coach [C144]","2026-06-17",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Head Girls Soccer Coach [C122]","2026-06-09",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Assistant Cross Country Coach [C142]","2026-06-09",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Paraeducator General [PA07]","2026-06-04",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Resource Teacher [XT21]","2026-06-02",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Assistant Girls Wrestling Coach","2026-06-01",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Biology/Life Science Teacher [TC26]","2026-06-01",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Student Sweeper [ST05]","2026-05-28",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Student Sweeper [ST05]","2026-05-22",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Educational Sign Language Interpreter [XP05]","2026-05-18",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Paraeducator Sign Support [XP05]","2026-05-18",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"School Psychologist [XA01]","2026-05-18",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Head Cheer Coach [C108]","2026-05-18",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Paraeducator General [PA07]","2026-05-18",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Speech Language Pathologist-4 Positions available [XT14]","2026-05-06",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
"Student Sweeper [ST05]","2026-05-04",NA,"Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1","2026-08-07"
